created_at,id,text,keyword,url,author_username,like_count,comment_count,share_count,source,scraped_at_utc
1751108814,3664888820057005656,"Materi grammar 1. parts of speech https://drive.google.com/file/d/1XDF6MtyxD4tcvPHwZqaFaLc-n13LR0UD/view 2. PHRASE, CLAUSE, AND SENTENCE https://drive.google.com/file/d/1XPp6KQYtTA93Pyox1E5Erx_IKnMw6VaM/view 3. SENTENCE STRUCTURE https://drive.google.com/file/d/1X_URuXDKgwp74dVYiO0KagxvRmFVGBPw/view 4. SUPERLATIVE & ORDINAL ADJECTIVES https://drive.google.com/file/d/1X_jJNW6lQDwDfRjov6NSXjzTnTbNvJP1/view 5. ARTICLES https://drive.google.com/file/d/1XcMR4Px9w_0f6x_xP_lfVkYd4iMCYcAf/view",tb,https://www.threads.com/@puputpjrahayu/post/DLcTPbkzF5Y,puputpjrahayu,1820,,577.0,threads,2026-03-03 05:32:29 UTC
1772348506,3843060268897870494,"Salam Ramadan Gaaiss! PS5 to let go! 👉PS5 CONSOLE SLIM 1TB (CD) MALAYSIA SET 👉PS5 SONY DUALSENSE CONTROLLER WHITE JPN (2 controller) 👉MULTI-FUNCTION COOLING CHARGING DOCK 👉PS5G FC 2025 👉PS5G MONSTER HUNTER WILDS 👉 Warranty valid till 29.08.2026 👉Used but this PS5 has barely been used. (2-3 times only) 👉All items are included as advertised. 👉Nego RM 2,000. (Shah Alam)",tb,https://www.threads.com/@mahirahmazhan/post/DVVSvQCEyKe,mahirahmazhan,20,,1.0,threads,2026-03-03 05:32:31 UTC
1769501949,3819181620122155466,FOR SALE: iphone 15pro max 1tb ko. 2nd hand. 20K.,tb,https://www.threads.com/@fifthsolomon/post/DUAdXLYFPnK,fifthsolomon,841,,9.0,threads,2026-03-03 05:32:36 UTC
1772096041,3840942443274025689,DIJUAL PS4 Pro 1TB Produk 100% PS4 Original Resmi Sony. Firmware ORI Sony FW 11.50 Terbaru Bukan PS4 HEN/Bajakan/Refurbished FULLSET CONDITION IN THE BOX: - 2 Dualshock Original - 1 PlayStation 4 Pro Console - 1 Kable HDMI-Cable Power-Box DM for Price✨,tb,https://www.threads.com/@desyavicka/post/DVNxM1OEbrZ,desyavicka,1,,0.0,threads,2026-03-03 05:32:38 UTC
1771403430,3835132397541867042,"Nanginig ako habang nagche-checkout! Missed the chance to get the 1TB, but secured the 512GB instead! Originally planned to get the M4 Air base model in Sky Blue and was aiming for that 45k deal someone got last November. But I guess this one’s worth the wait. Turns out, the right deal really comes at the right time. ✨",tb,https://www.threads.com/@theehelll/post/DU5IJieEz4i,theehelll,1246,,44.0,threads,2026-03-03 05:32:41 UTC
1772016588,3840275945736086542,FOR SALE‼️ - iPhone 13 Pro Max - 1TB - 84% battery health - face ID & truetone working - no history repair - no sim card restrictions,tb,https://www.threads.com/@patrickmagadia_/post/DVLZqBBE6QO,patrickmagadia_,71,,0.0,threads,2026-03-03 05:32:46 UTC
1768998516,3814958516445114211,Posting lagi. Oled CFW 1TB,tb,https://www.threads.com/@wahyutaufiqurahman/post/DTxdI7lj-9j,wahyutaufiqurahman,9,,0.0,threads,2026-03-03 05:32:48 UTC
1772345081,3843031543987693610,NEWSFLASH: 🚨💥 iran is using TBMs on UAE and Bahrain 🇮🇷🇮🇱,tb,https://www.threads.com/@chamanprakashkanth/post/DVVMNP4Aegq,chamanprakashkanth,31,,0.0,threads,2026-03-03 05:32:50 UTC
1772370296,3843243059828697978,"For Sale IPHONE 17PM 1TB OPENLINE 100% BH 22 CC UNDER WARRANTY COMPLETE BOX AND CORD NO ISSUE GOOD AS BN 1 month old May receipt po yan, sa powermac binili RFS: need funds Meetup Batangas City, san pascual or bauan",tb,https://www.threads.com/@minamhlkt/post/DVV8TNWkyt6,minamhlkt,10,,1.0,threads,2026-03-03 05:32:52 UTC
1771906806,3839475155961940684,"Quick question, sekarang kes TB meningkat. Patient datang clinic suspect anak TB. Walaupun takde symptoms of TB tapi dia nak check jugak sebab anak batuk. At GP setting kita boleh proceed dgn apa ya. Mintak tolong. 1. Kita refer KK buat mantoux text ke? 2. Buat xray ke ? 3. Send sputum AFB x3 ke ?",tb,https://www.threads.com/@shafizzai/post/DVIjk_bDIrM,shafizzai,94,,0.0,threads,2026-03-03 05:32:54 UTC
1771906806,3839355020710621423,"Quick question, sekarang kes TB meningkat. Patient datang clinic suspect anak TB. Walaupun takde symptoms of TB tapi dia nak check jugak sebab anak batuk. At GP setting kita boleh proceed dgn apa ya. Mintak tolong. 1. Kita refer KK buat mantoux text ke? 2. Buat xray ke ? 3. Send sputum AFB x3 ke ?",tb,https://www.threads.com/@omar.yunos/post/DVIIQywEbDv,omar.yunos,94,,23.0,threads,2026-03-03 05:32:56 UTC
1771286599,3834152350622389660,"if you hv recent contact with TB n no symptom, you can do Mantoux test or TB quantiferon test (blood) and a chest X ray to see if you hv latent TB infection. But if you hv symptoms of prolonged cough, a chest X ray and sputum smear for acid fast bacilli (AFB) x3 +/- sputum for TB PCR is needed to see if it is active TB; active TB is either smear positive TB if AFB is positive (very highly super contagious) or smear negative TB (contagious too). All test is available @eden.family.clinic_puchong",tb,https://www.threads.com/@drpeterlor/post/DU1pT-pk5Wc,drpeterlor,3,,0.0,threads,2026-03-03 05:32:57 UTC
1772444199,3843863005122205710,PS5 Slim Digital 1TB..asking price rm1.5k..pick up mont kiara,tb,https://www.threads.com/@mamaamirulimani/post/DVYJQmZkxgO,mamaamirulimani,9,,0.0,threads,2026-03-03 05:33:01 UTC
1772446927,3843885889999733167,hallo guys 👋 looking for models male and female bandung/jakarta. 170-175cm | skinny (female) 175–185 cm | skinny (male) dm pl dan tb/bb ya guys,tb,https://www.threads.com/@bagassafara/post/DVYOdnmkgGv,bagassafara,44,,2.0,threads,2026-03-03 05:33:05 UTC
1772462090,3844013087066630770,For sale samsung s25 ultra 1Tb bonus charger ori samsung 45watt dan 25 watt. Lokasi surabaya,tb,https://www.threads.com/@chairilafan/post/DVYrYlGjypy,chairilafan,15,,0.0,threads,2026-03-03 05:33:06 UTC
1772492834,3844270983470073069,"2TB SSD for 8k, goods na ba? 😬😬",tb,https://www.threads.com/@stanpangs/post/DVZmBd2E0Tt,stanpangs,0,,0.0,threads,2026-03-03 05:33:08 UTC
1772469882,3844078444322405210,Saya pun nk coba juga 🇲🇾 Saya nak cari jodoh Umur. : 25 Ddk : Malaysia 🇲🇾 Tb : 157 Bb. : 56 Stay single bile minat jom la hhh😘😘🤤💕,tb,https://www.threads.com/@tsya.atsya/post/DVY6Ppykrta,tsya.atsya,370,,4.0,threads,2026-03-03 05:33:10 UTC
1772088483,3840879044725179161,"Am I in the middle of a fever dream or is Cuba completely in the dark, their national power grid collapsed and the U.S. is blocking aid and oil??? I don't see people talking about this. Thousands of people are going to die, right? Is this really happening.",fever,https://www.threads.com/@sarahtothelevin/post/DVNiyQuFgMZ,sarahtothelevin,4845,,547.0,threads,2026-03-03 05:39:03 UTC
1771837820,3838776326858012220,"Calling it right now! Here is the ultimate path to glory for Team India. 🇮🇳🏆 Despite the early bump against South Africa, my official #Prediction has the Men in Blue bouncing back, taking down England in the Semis, and clinching the 2026 T20 World Cup against New Zealand! Do you agree with this bracket? Let me know in the comments! 👇 #T20WorldCup #T20WorldCup2026 #TeamIndia #CricketPredictions WorldCupBracket INDvNZ CricketFever",fever,https://www.threads.com/@itspriyankjain/post/DVGErsGjPY8,itspriyankjain,1519,,60.0,threads,2026-03-03 05:39:06 UTC
1749887997,3654647866564549143,As a nurse. These are basic medicine that always in my bags or my house. 1) Panadol - fever/pain killer 2) Bromhexine - batuk kahak 3) Cetirizine ( tak mengantuk ) - selesema 4) Piriton ( mengantuk ) - selesema 5) Plaster handsplast - tepek minor cuts 6) Kool fever - kalau demam 7) Caffox - migrain 8) MMT / Gaviscon - gastric 9) ENO Halia - bloated The best after all - tigerbalm/minyak cap kapak/yoko yoko Who is agree with me? 😄😄,fever,https://www.threads.com/@syidaazreen_____/post/DK36t8ZuBoX,syidaazreen_____,1724,,586.0,threads,2026-03-03 05:39:10 UTC
1770666501,3828950589766912738,Swear I thought this one was a fever dream,fever,https://www.threads.com/@metal__morticia/post/DUjKkZVlEri,metal__morticia,44638,,1826.0,threads,2026-03-03 05:39:16 UTC
1772013519,3840250194555004770,"Hello kdrama lovers.. Currently watching Spring Fever, on episode 2. Is it worth continuing?",fever,https://www.threads.com/@prabh.k.2/post/DVLTzSXE2di,prabh.k.2,8,,0.0,threads,2026-03-03 05:39:23 UTC
1770505803,3827602446181633961,he’s like a ‘90s white-boy fever dream. 😭,fever,https://www.threads.com/@vancarthenhaus/post/DUeYCUyEo-p,vancarthenhaus,212,,9.0,threads,2026-03-03 05:39:26 UTC
1768868536,3813868167970866766,Top 10 K-Drama this week: 1. Can This Love Be Translated? | Netflix 2. Made In Korea | Disney+ 3. To My Beloved Thief | Viki 4. No Tail To Tell | Netflix 5. The Judge Returns | Disney+ 6. Undercover Miss Hong | Netflix 7. Spring Fever | Prime Video 8. Idol I | Netflix 9. Love Me | Viu 10. Positively Yours,fever,https://www.threads.com/@kakimuveeasian/post/DTtlORcEsZO,kakimuveeasian,1118,,262.0,threads,2026-03-03 05:39:28 UTC
1771706532,3837675007401967396,"What virus is going around that causes fatigue, cough, sore throat & fever. Neg for flu and and covid",fever,https://www.threads.com/@_jasroby_/post/DVCKRYblr8k,_jasroby_,21,,0.0,threads,2026-03-03 05:39:30 UTC
1765776415,3787929578430727580,MY advice to GP doctors/ GH doctors/Parents If child is having fever ✅1st line- SYR PCM 10mg/kg (mild fever and pain) SYR PCM 15mg/kg (moderate-High fever/pain) Every 4-6hours( Max 4-5dose/24hours) ‼️Max dose 60mg/kg/day‼️ Dose based on WEIGHT ! Not Age ⭐️2nd line- Ibuprofen ( if age appropriate and no contraindications like asthma) DONT ADVICE FOR TEPID SPONDING - WHY? See Comments 🙂,fever,https://www.threads.com/@maarveen_raj/post/DSRbeHcjwWc,maarveen_raj,14,,2.0,threads,2026-03-03 05:39:39 UTC
1772031586,3840401754505357933,Updated! WNBA @wnba Atlanta Dream @atlantadream Chicago Sky @chicagosky Connecticut Sun @connecticutsun Dallas Wings @dallaswings Golden State Valkyries @valkyries Indiana Fever @indianafever Las Vegas Aces @lvaces Los Angeles Sparks @la_sparks Minnesota Lynx @minnesotalynx New York Liberty @nyliberty Portland Fire @portlandfirewnba Phoenix Mercury @phoenixmercury Seattle Storm @seattlestorm Toronto Tempo @torontotempo Washington Mystics @washmystics Let’s grow these too. 🤘🔥⚡️👏💜,fever,https://www.threads.com/@heddamaven/post/DVL2QxkFCpt,heddamaven,68,,16.0,threads,2026-03-03 05:39:41 UTC
1771214937,3833551202538405422,GUYS!!! I think I’m going crazy 😵💖 I’m SOOO OBSESSED WITH THEM!! HEE SUN SU BEEN has officially taken over my brain… my heart… 🫠💘 HELP! I NEED TO MOVE ON. This is definitely not healthy 😭💥 HHAHAHAHAHA. WARNING ‼️ : HeeBeen FEVER is real.,fever,https://www.threads.com/@haramain1444h_/post/DUzgoH3kr4u,haramain1444h_,3299,,242.0,threads,2026-03-03 05:39:44 UTC
1771202164,3833444062087766417,"Baby girl had passed out so went upstairs and checked on her, her temp jumped up to 105.6 so woke her up and put her in the shower got her back down to 98 with some fever medicine. I hate whatever is going around, because one minute she is fine then next this fever comes back. Anyone else dealing with these fevers in their home?",fever,https://www.threads.com/@bacon_mrmlambo/post/DUzIRBjEmGR,bacon_mrmlambo,714,,10.0,threads,2026-03-03 05:39:47 UTC
1771265599,3833976189040433074,"Friday night - Saturday, my son had fever & a stomach bug. Last night - today, my daughter has a fever & a stomach bug. This morning, I woke up to my stomach hurting, a really bad headache & a fever. I’m going back into my bubble. I don’t feel good AT ALL.",fever,https://www.threads.com/@serenity_heartz/post/DU1BQfZD5ey,serenity_heartz,11,,0.0,threads,2026-03-03 05:39:49 UTC
1771509593,3836022956251025955,"Whatever this virus is that I’ve had for the past 4 weeks needs to be overcome. Headaches, nausea, congestion, cough, low fever and the bodyaches are the toughest challenges. Anyone else persevering through this? What are you taking to stay strong?",fever,https://www.threads.com/@erica.michelle80/post/DU8So35lhIj,erica.michelle80,3,,0.0,threads,2026-03-03 05:39:51 UTC
1771297571,3834244388901938295,"Hi’ everyone I’ve been very ill for the past weeks , had a terrible fever and only starting to recover from It 🤧",fever,https://www.threads.com/@chalmers4281/post/DU1-PT-iOR3,chalmers4281,5,,0.0,threads,2026-03-03 05:39:53 UTC
1771556018,3836412401310337496,Has anyone taken their child to the emergency and got tested for a fever and maybe a little congestion that’s like lasting over a week now like the highest fever was 103.4 and it just won’t break. Just seeing if any results can help me out before I decide to take her in the morning,fever,https://www.threads.com/@08babycakes08/post/DU9rMC4AYnY,08babycakes08,3,,1.0,threads,2026-03-03 05:39:55 UTC
1772440681,3843833490954103844,"I'm a tea and cherry tomato farmer in Japan! I have a question for everyone overseas! Are you able to see this post? Pollen is flying around Japan right now, but is it flying around in other countries? How do you deal with hay fever?",fever,https://www.threads.com/@toma_shingo_farmer/post/DVYCjHMEawk,toma_shingo_farmer,1990,,15.0,threads,2026-03-03 05:39:57 UTC
1772469238,3844073049969272278,Hi dear Elon I know yes it’s not real one but it’s ok 👍🏽 u doing fine ✔️ but I’m not feeling well high body temperature fever 🥵 why ⁉️,fever,https://www.threads.com/@viennapizzino/post/DVY5BJ6EiXW,viennapizzino,23,,1.0,threads,2026-03-03 05:40:03 UTC
1772510319,3844417656729101441,"semalam assessment first half of my ED posting dengan pakar in charge. suruh cari case, i chose a trauma case to present and discuss. mostly interpreting xrays, CTs, blood gases. so far so good, could come to a diagnosis and management. ingatkan dah habis, boss cakap “ok we discuss another case.” i dah anxious, i tak pass ke… ok takpe, he gave me fever case. i asked necessary histories, vitals, exams and tests. ok dengue. i forgot to revise dengue but sebab banyak clerk kat yellowzone,",fever,https://www.threads.com/@ezhnash/post/DVaHX19k-SB,ezhnash,71,,0.0,threads,2026-03-03 05:40:05 UTC
1762471637,3760207086857526402,"Dear English learners, Stop apologising for your accent. It’s proof that you speak more than one language. That’s a superpower, not a weakness.",weakness,https://www.threads.com/@jackalexanderenglish/post/DQu8GxODJyC,jackalexanderenglish,21483,,1198.0,threads,2026-03-03 05:42:14 UTC
1772156180,3841446928505243811,"During a job interview, if they ask: “What’s your biggest weakness?” Here’s the answer that actually works.** 1. Don’t confess. Reframe. Most people sabotage themselves by being “honest” in the wrong way.",weakness,https://www.threads.com/@hansel.system/post/DVPj6DtEgij,hansel.system,126,,13.0,threads,2026-03-03 05:42:16 UTC
1772375817,3843289371949104297,"I’m rolling with an all fire team. I know what your thinking what about my weakness to ground/rock and water? Well they have moves like dig, fly, brick break, and sunny day. 🙂",weakness,https://www.threads.com/@ashleystuartbeadle/post/DVWG1I4D3yp,ashleystuartbeadle,337,,1.0,threads,2026-03-03 05:42:23 UTC
1764390286,3776301880780323594,suicide isn’t selfish. it’s what happens when someone’s pain becomes far much heavier than their ability to carry it. it isn’t a weakness— it’s the final symptom of an illness that suffocates hope.,weakness,https://www.threads.com/@skylarnef/post/DRoHo2IjPsK,skylarnef,8200,,1394.0,threads,2026-03-03 05:42:28 UTC
1767887387,3805637690038288014,Light skin women are my weakness forsure....😏 (Attractiveness),weakness,https://www.threads.com/@tweezybankz/post/DTQV1Dikf6O,tweezybankz,134,,2.0,threads,2026-03-03 05:42:31 UTC
1761588808,3752801387290993663,"I hate that you know how to calm me down 😤💬 One message from you and I’m smiling like an idiot 😳💕 My ego says “don’t reply,” but my heart already did 🥺❤️‍🔥 That’s the problem — you’re my weakness and peace both 😩✨",weakness,https://www.threads.com/@deepline2505/post/DQUoPqCEqP_,deepline2505,770,,1.0,threads,2026-03-03 05:42:35 UTC
1769873690,3822300010319526927,Who else got a weakness for how flats make them feet smell!!! Pheromones!!!!!!@@@@!!!!@,weakness,https://www.threads.com/@louisvillepreetyfeet/post/DULiZukETwP,louisvillepreetyfeet,136,,1.0,threads,2026-03-03 05:42:37 UTC
1772196052,3841781393052066758,"Menstruating Women And Fasting It is a mercy from Allah that menstruating women are forbidden from fasting. This is because menstruation already causes physical weakness through blood loss, and fasting also weakens the body. Allah, in His wisdom and compassion, did not wish to combine these two hardships upon women, so He relieved them from fasting during this time. A woman who begins menstruation during a day of Ramadan, even just before Maghreb, receive three rewards:",weakness,https://www.threads.com/@abubakrzoud/post/DVQv9KFkuPG,abubakrzoud,3142,,641.0,threads,2026-03-03 05:42:39 UTC
1772214175,3841933420801499820,"Haydar is again lying..💀 I feel like they took her as a donor at first, but later her cells didn’t match with Mercan. Then they found another donor. After that, he gave the order to his men to kill Eylül, but somehow Müzeyyen managed to save her at the last moment. Haydar is now trying to escape punishment because he knows Mercan is Ateş’s weakness. He thinks that if things come down to Mercan, Ateş might calm down and show him mercy.",weakness,https://www.threads.com/@edits_dose/post/DVRShc9kyKs,edits_dose,183,,2.0,threads,2026-03-03 05:42:41 UTC
1771801865,3838474719163369384,"you know what my biggest weakness is? a beautiful complicated mind, that is deep, likely impacted by past pain but still capable of kindness and love. sometimes i stumble on this kind of person. our paths intertwine and I feel like i need to follow them, to make this mind unravel in front of me so I can understand it, witness it, appreciate it, fall in love with it? i kind of hate how strongly and quickly i care when this happens and need to tell myself “calm down, walk away”",weakness,https://www.threads.com/@the.curiosity.cult/post/DVFAGuDDMeo,the.curiosity.cult,8,,1.0,threads,2026-03-03 05:42:45 UTC
1772495065,3844289700777429993,"I am Iranian. ❤️🇮🇷I stand shoulder to shoulder with my people against any attack by Israel or the United States on our homeland. Our soil is not for sale, our dignity is not negotiable, and our loyalty cannot be bought. Do not mistake our silence for weakness, and do not expect us to follow those who have betrayed their country for personal gain. We stand with our nation — with pride, with courage, and without apology.",weakness,https://www.threads.com/@z0hre3/post/DVZqR1siAvp,z0hre3,570,,39.0,threads,2026-03-03 05:42:47 UTC
1772504260,3844366827753732744,I want a business coach. I am already high performing in certain areas but I know my areas of weakness. I just don’t want to be sold and upsold. I know the game. I don’t want to add to my client load. I want to eliminate the clients and rebuild my offer ladder. Don’t necessarily wanna do a bunch of RFPs either.,weakness,https://www.threads.com/@thehouseofstrategy_/post/DVZ70LyjnqI,thehouseofstrategy_,38,,1.0,threads,2026-03-03 05:42:50 UTC
1772428891,3843734592897695272,"The choice could not be clearer. Strong leadership, unapologetic action, and results that put America first are back at the center of the conversation. This moment isn't about personalities or headlines-it's about whether the country is finally moving in the right direction after years of chaos, weakness, and decline.",weakness,https://www.threads.com/@maga__baron/post/DVXsD9MjD4o,maga__baron,4192,,43.0,threads,2026-03-03 05:42:54 UTC
1772470455,3844083253947675682,"Congress is so full of shit. They should have a hearing to decide whether or not Trump had just cause to attack Iran without congressional Approval. He should be interrogated by Congress, And have him Court Martial in accordance to the USMJ. Military Law. Congress will not prosecute Trump for what ever reason. Americans need to stand up and stop showing weakness.",weakness,https://www.threads.com/@sgtmajretze/post/DVY7VpGlDQi,sgtmajretze,171,,20.0,threads,2026-03-03 05:43:01 UTC
1771946936,3839691657948916828,"I would like to sincerely apologise for the photo I posted earlier involving the Quran. What I did was deeply wrong, disrespectful, and hurtful. There is no excuse for my action. I want to admit that I acted out of anger and vengeance. I was not in the right state of mind, and instead of thinking clearly, I allowed my emotions to control my behaviour. That moment of emotional weakness led me to make a decision that I truly regret. I understand that the Quran is sacred and deeply meaningful to",weakness,https://www.threads.com/@ryvikselva/post/DVJUzgnE2xc,ryvikselva,294,,162.0,threads,2026-03-03 05:43:08 UTC
