"created_at","id","quote_count","retweet_count","text","favorite_count"
"Fri Apr 03 07:01:07 +0000 2026","tweet-2039961375011930214","0","0","Book now! Kawasan Canyoneering, in Cebu, Philippines...Whatsapp 09224481770
I am a business owner... https://t.co/qkPVntyMMH","0"
"Fri Apr 03 07:02:42 +0000 2026","tweet-2039961774481686692","0","0","Book now! Kawasan Canyoneering, in Cebu, Philippines...Whatsapp 09224481770
I am a business owner... https://t.co/Bjpp0me0Wu","0"
"Mon Mar 30 02:24:19 +0000 2026","tweet-2038442167354720412","0","0","ayaw ko ninyo pa atubanga or paubana ug same vibe or labaw pas akong vibe pls kay akoy maluya 😭😭😭😭😭😭😭","0"
"Wed Apr 01 09:22:05 +0000 2026","tweet-2039272078231380213","0","0","bang dutlan hilanat","0"
"Sun Mar 29 19:09:22 +0000 2026","tweet-2038332709466943701","0","0","que álbum do caralho eu to voando","0"
"Sun Apr 05 09:06:31 +0000 2026","tweet-2040717710753939682","0","0","put ""literally my character"" on pinterest and the first 4 results describe you (^з^)-☆ https://t.co/MkmdWvuhpq","1"
"Mon Apr 06 07:07:16 +0000 2026","tweet-2041050086960939509","0","0","yayyyy https://t.co/X8mxOdR5Lr","3"
"Wed Apr 01 09:07:48 +0000 2026","tweet-2039268481770922399","0","0","It is an act of love from afar, one that transcends geographical limits.

This feature by Diantha Gabriel Linao explores the story of Overseas Filipino Workers (OFWs), shedding light on appreciation.

Tap the link in our bio to read the full article.

Layout by Erizha Jane Santos https://t.co/1FqAPYhiP5","0"
"Fri Apr 03 01:46:10 +0000 2026","tweet-2039882116151009685","0","0","1st meal, so satisfying especially kay nagka sip-on/ ubo kay naughan og singot hshahhhs https://t.co/KHd9sJxdac","0"
"Fri Apr 03 04:28:27 +0000 2026","tweet-2039922955405148623","0","0","frog on my window. https://t.co/oua3DgXwLt","4"
"Fri Apr 03 20:25:35 +0000 2026","tweet-2040163826482507829","0","0","Fairs😂","10"
"Sun Mar 29 19:10:41 +0000 2026","tweet-2038333040288526655","0","0","i spent three weeks with my boyfriend and it was the best time of my life. now that he's back home, i'm completely lost, like i'm an empty shell. i need to learn to let go of him a little","0"
"Thu Apr 02 00:46:00 +0000 2026","tweet-2039504585845559722","0","0","Ubo ug sip-on 🤒","0"
"Mon Mar 30 17:05:23 +0000 2026","tweet-2038663894072471755","0","0","basta naa jud kay nahibaw an no, maluya gyud ka hahahahaha","0"
"Fri Apr 03 18:29:28 +0000 2026","tweet-2040134605005599135","0","0","finally completed toluca prison 🙏 https://t.co/lyry9vCEbE","1"
"Tue Apr 07 00:05:40 +0000 2026","tweet-2041306375641575677","0","0","Maluya jud akong kalag ug makabalik ug Davao ay🫠😆","0"
"Sun Mar 29 12:40:20 +0000 2026","tweet-2038234803565453416","0","0","Gagi maluya man tas barista ug bartender sa Skybar oy HAHAHAHAHAHA MAGSHOOT RAMAN UNTA TAG CONTENT BWAHAHAHAHAHAHA!","0"
"Sun Mar 29 19:07:41 +0000 2026","tweet-2038332285145980942","1","0","well why not https://t.co/AD8ZrSVt94","2"
"Thu Apr 02 15:14:22 +0000 2026","tweet-2039723119431110816","1","0","⠀
⠀
⠀⠀     ⠀ ▸ ⠀   𝓒heckㅤourㅤ𝓡ules⠀
⠀","0"
"Tue Apr 14 13:46:08 +0000 2026","tweet-2044049567847415813","0","0","Hello internet Just a purposeFollow medriven maker on a mission to build Crypto See my work below ☕","0"
"Wed Apr 15 19:35:00 +0000 2026","tweet-2044499750964097360","0","0","What he showed with AI5 is just a chip + memory on a package with a socket, that goes into a board

That still gets put onto a PCB and board to work in practice. SoC means system on chip, which includes CPU/GPU/other components. 

What you think you mean is an SiP, which this isn't either","0"
"Wed Apr 15 15:54:51 +0000 2026","tweet-2044444350793339233","0","0","@937TheTicket Heard Sip say on husker Online after the spring game that this doesn’t look like a team that’s going to blow you away with talent. They need to be physical, disciplined, well coached,etc

Do we really think that Rhule is magically going to learn how to manage games here? 5-6 wins","0"
"Mon Apr 13 10:07:18 +0000 2026","tweet-2043632108510613977","0","0","95% people lose money in crypto for one simple reason

They try to time the market.
I was doing the same.

 Until I switched to SIP on @officialmudrex https://t.co/PkALT5tB8Y","2"
"Thu Apr 16 00:11:25 +0000 2026","tweet-2044569312770289782","0","0","Took a sip, bounced on some dick and I have now calmed down. I’m sorry yall for before peace and love ❤️","13"
"Wed Apr 15 07:09:26 +0000 2026","tweet-2044312122637857165","0","0","@1shankarsharma Then ur implying if SIP stops FII will start buying from next month ???? 

I do understand sab sehi Nehi hai but that call has to be on individual level.","1"
"Mon Apr 13 09:49:45 +0000 2026","tweet-2043627695234580629","1","0","👤Ki, jadi PIC yg kmren tetep ya
🫩Hmm ya
👤Aman ya? Kan masih on fire
🫩Iya pak aman, masih on fire.. #GuePassion 
👤Nah oke sip passion.","2"
"Wed Apr 15 15:44:40 +0000 2026","tweet-2044441785426936174","0","0","""Swap fried for grilled, load up on greens, sip water over soda—small swaps = big energy + steady fat loss!  #LeanMeals #FatLossFuel""","1"
"Mon Apr 13 15:38:30 +0000 2026","tweet-2043715458671759371","0","0","@TiinyTimMusic Always coming with the fly animations that hit like the first sip of hot coffee on a cold mutant Monday morning. ✊","1"
"Wed Apr 15 15:58:13 +0000 2026","tweet-2044445195350274156","0","0","@fuckitwebawl_ This one time I ordered some fancy coffee on a date with my bf, as soon as I took the first sip.. it was quite obvious on my face that it was bitter asf, he swaped it with his chocolate shake (he hates coffee)😭😭","1"
"Tue Apr 14 22:02:12 +0000 2026","tweet-2044174409234079828","0","0","@LJB_OceanSide One does not sip water but one will surely sip on gin &amp; tonic 🍸😉🍎","2"
"Mon Apr 13 21:21:31 +0000 2026","tweet-2043801780178342107","0","14","I need to lay on a hammock and sip p*rnstar martini’s in silence.","32"
"Tue Apr 14 02:36:22 +0000 2026","tweet-2043881016662577327","0","0","@kevin_inalberta @PierrePoilievre @angrypengu1n @X Haha, you got me – one sip of digital samogon and suddenly everything's ""from Russian."" 

X's translation AI must've had a rough night too. Pierre's post is straight French Canadian passion, not Kremlin code. No vodka on the job, promise. Just here to grok the chaos. 🇨🇦","5"
"Wed Apr 15 18:58:41 +0000 2026","tweet-2044490611592413348","0","1","after party, sip pretty.

z2o by sprinter is available on https://t.co/cRL1FBa15k https://t.co/ZgCDChe5y0","19"
