id,date,text,language
1991563755952783693,2025-11-20 17:46:15,gusto ko mag pacheck up kasi 2 months na ubo ko kaso natatakot akooo needd ko ng kasamaaa acchhkkkkk,tl
1991562893754782192,2025-11-20 17:42:49,grabe na ubo ni di ta patulogoon potaaa,it
1991560585285366210,2025-11-20 17:33:39,baka eto makakapag pagaling sa lagnat ko,ceb
1991560239586689069,2025-11-20 17:32:17,tanginang sipon to,en
1991553992422486162,2025-11-20 17:07:27,umurong yung lagnat ko nung narinig ko new release songs hahahahaha tysm bini bini flames out now binisweettooth mv outnow bini_sweettooth bini_flames bini,en
1991551196163895617,2025-11-20 16:56:21,utak nyan nila may sipon haha,en
1991548720719229422,2025-11-20 16:46:30,d ako makahinga sa sipon ko putanginah,tl
1991547558217568559,2025-11-20 16:41:53,di q makita yung inhaler na hinihipak kung kailan may sipon na talaga ko,tl
1991546023513321985,2025-11-20 16:35:47,thanks that lakers are in a good position of winning games also keep doing your best lakers httpstcoebozkucvzx,en
1991544479216730460,2025-11-20 16:29:39,argustop2 try mo butas ko now may lagnat ako now,tl
1991540619588825508,2025-11-20 16:14:19,kung kailan tumutulo sipon ko don nagkakawalaan mga tissue sa bahay,tl
1991538702330523917,2025-11-20 16:06:42,rebelliousmanoj swachatecha fobia lagnat kay unhygenic ast,lt
1991533878553768340,2025-11-20 15:47:32,ganitong hoshi yung nakakainlove e hindi yung nagpupunas ng sipon hahahahahahahaa httpstco3c09cq0mar,en
1991531864079888887,2025-11-20 15:39:31,permi la ge ubo karangitz huhuhu,en
1991530852707364881,2025-11-20 15:35:30,ubo amp sipon worst combo,en
1969889537645228112,2025-09-21 22:20:39,ife_musiq nne iga ekuzirim ubo akwara,fr
1969886970923925702,2025-09-21 22:10:27,milehighmims surtain not too hot this year,en
1969870303645102519,2025-09-21 21:04:13,ang taas ng lagnat ko tanginaaaaa,tl
1969860955589988479,2025-09-21 20:27:04,cansado z ubo deja todo y ellos se arrastran un desastre,es
1969860474000052395,2025-09-21 20:25:09,kya nagpprotesta dhl sa mga corrupt officials bakit cla mika nnman binabanatan nyo bkt napunta nnman sknila un hate shuta talaga tong mga fans ni w lht may ubo sa utak hindi cla mika ang tunay na kalaban at nagnakaw ng tax natn mga vuvu inggit lng di nkasama sa eraya bleh,tl
1969857800999404004,2025-09-21 20:14:32,my gosh as a nanay kapag may lagnat anak mo you cannot focus on literally anythingggg tskkkk,en
1969852477563707414,2025-09-21 19:53:23,putanginang ubo to aghhhhhhhh,en
1969850290682896606,2025-09-21 19:44:42,kanawoei mahal niya talaga si kung hindi ba naman may ubo ang mga utak ng mga to,tl
1969848430202876332,2025-09-21 19:37:18,guys putangina nawala lagnat k uminom lang ako,tl
1969838447222276320,2025-09-21 18:57:38,mascaradeplata_ cartelwatchnet porque sera que el gobierno no se a pronunciado por esa muerte ni siquierade que ubo un operativo no sera que la chapiza pago el operativo y por eso no lo hacen oficial,es
1969829328188998069,2025-09-21 18:21:24,ubo at sipon ang kapalit haha,tl
1991524474987151483,2025-11-20 15:10:10,i tried na umiwas at di sumama pero amoy pa ren talaga at nattrigger pa ren ubo ko lmao,tl
1991518018879516735,2025-11-20 14:44:30,tfff released na ba flames teka hihinga lang ak d nanaman makahinga sa sipon,tl
1991517775035265151,2025-11-20 14:43:32,sipon na naman juskoooooo pls sana di mahawa babies ko,it
1991513852220174803,2025-11-20 14:27:57,paldong paldo na ko sa ubot sipon saka sinat boi,tl
1991513325541421083,2025-11-20 14:25:51,sa ganda ng flames parang nawala na lagnat ko whahahahaha bini flames out now binisweettooth mv outnow bini_sweettooth bini_flames bini,tl
1991513185111929039,2025-11-20 14:25:18,pls stop na akong ubo oa ra kaayo na abtan 1week lol,tl
1991509582057992268,2025-11-20 14:10:59,and the ubo never goes away,en
1991508722208875004,2025-11-20 14:07:34,geabe parang anytime tutulo sipon ko sa infinity httpstcogzrra1ayvx,en
1991508597730418829,2025-11-20 14:07:04,inaapoy na nga ng lagnat tinatarantado pa sa bahay hahahahahaha gago putangina mo kayupan mo hayop yall know any place i can check in its suffocating here,tl
1991503869466276033,2025-11-20 13:48:17,xy5260162977675 dg_graeber waltherwegner ultimate beneficial owners ubo httpstcojysxprz4dj,en
1991503830107001288,2025-11-20 13:48:08,effective ang funda tambal sa ubo charoot haha,tl
1991503685038555218,2025-11-20 13:47:33,arao_araolav ay ayaw ko talaga ng ubo,tl
1980742327238119684,2025-10-21 21:05:45,dr_singularity ubo bro httpstconuyhpvpv2x,en
1980737437916885112,2025-10-21 20:46:20,lente nga sipon na way pulos,ceb
1980735494356103600,2025-10-21 20:38:36,the vision pro is getting apple intelligence in april httpstcoohkjqn8wxu,en
1980717542231667054,2025-10-21 19:27:16,jovanc13197 ona je luda godinupre tragedije je pokusala da ubije kolegu da ga ubode dva puta httpstcoq8lzxxkl4b,sh
1980717269547381155,2025-10-21 19:26:11,neosimbolicar pokusala da ubije kolegu dva puta da ga ubode zasto nije u zatvor httpstcoq8lzxxkl4b,sr
1980716961492303885,2025-10-21 19:24:58,damasaoklopom srbijo_majko ona je luda zena pokusala da ubije kolegu nozem dva puta htela da ga ubode httpstcoq8lzxxjnf3,sr
1980716588799246603,2025-10-21 19:23:29,simona546352574 slavka61214540 ona je tog coveka dva puta pokusala da ubode nozem kamere su zabelezile sve evo teksta httpstcoq8lzxxkl4b,sh
1980712761245282723,2025-10-21 19:08:16,_lifeiseasy how about ubo lite httpstco0f82ovrg64,en
1980709897089216882,2025-10-21 18:56:53,yoursaiaharceta kasi nakaka lagnat hahahaha,id
1980701287537840274,2025-10-21 18:22:41,may sakit at ubo na ba ang lahat kasi same pharmates,tl
1969825871499546911,2025-09-21 18:07:40,isa ka pa teh matulog ka nalang sakaling pag gising mo wala na yang ubo sa utak mo,tl
1969820219058348452,2025-09-21 17:45:12,nakakairita yung tatawagan ka ng 130am ng relative mo para lang magtanong ng gamot sa ubo na para bang hindi ako natutulog at accessible 247 huhu yes po doctor ako pero di naman ako gising at always available para magconsulta huehue,tl
1969820024677536231,2025-09-21 17:44:26,supermommyboss may sipon sa utak yan sure na,tl
1969815710403866969,2025-09-21 17:27:17,pinapaiyak ako lagi netong sipon na to,tl
1969808038585626668,2025-09-21 16:56:48,hell week fever sipon ubo sore throat damn hindi po ganitong plot twist ang inaasahan ko,tl
1969806316039520552,2025-09-21 16:49:57,potaenang sipon to saet sa ulo,tl
1969806296712204735,2025-09-21 16:49:53,imagine mataas na lagnat ng anak mo pero kailangan mong pumila ng 4am tapos maaaccomodate ka almost noon na ang tataray pa ng mga doctors nurse at ibang staff sa public,tl
1969804947140362295,2025-09-21 16:44:31,trauma na talaga sa sipon,tl
1969799338890322206,2025-09-21 16:22:14,pagtapos ng lagnat lbm sumunod acid with matching rhinitis i love my life,tl
1991501490461241750,2025-11-20 13:38:50,kiningina talaga taas pa ng lagnat nakaka tesub,tl
1991499390784270792,2025-11-20 13:30:29,huhu skip muna ako for 2dei also anlala ng sipon ko mga teh,tl
1991497845787226163,2025-11-20 13:24:21,_frostypeach nakakahawa yung lagnat mo,en
1991497684415574351,2025-11-20 13:23:42,ify nawala lagnat ko guys hahahhahahah,de
1991497024915775991,2025-11-20 13:21:05,nawalan ako ng lagnat sa mv ng sweet tooth bini flames out now binisweettooth mv outnow bini_sweettooth bini_flames bini,tl
1991490057191190949,2025-11-20 12:53:24,mawawalaaaa talagaaaa lagnat ko sa mga ud ni marcooooo hahahahaha,tl
1991490051868618813,2025-11-20 12:53:23,tagal na ng sipon ko huhu,tl
1991487603477196922,2025-11-20 12:43:39,pag nalang magaling na sa ubo ang mga bata,tl
1991482578319340023,2025-11-20 12:23:41,severe lagnat dont pray for me but school workloads pray for me plsplspls,en
1980697751630541252,2025-10-21 18:08:38,kaelanjoyce ubo search returns nadiya and nicholas miller as directors of cre ltd,en
1980697738137465279,2025-10-21 18:08:35,tangina buhay kung hindi lagnat lbm naman,en
1980695082249646461,2025-10-21 17:58:01,ubot sipon pa ba to o parusa na,fr
1980692921172259157,2025-10-21 17:49:26,dapat sa inyo binibigyan ng sipon as freebie tangina,tl
1980689739255607618,2025-10-21 17:36:47,altcoin_gold peaq its wild how ubo could flip the script on job loss putting power back in our hands,en
1980687238293053491,2025-10-21 17:26:51,curious ako kung pumuputok na rin ba yung ubo ni jho,tl
1980684750508683485,2025-10-21 17:16:58,soundbreakph sb19official isisinga ko na lang tong sipon ko hahahaeeeww fmade for sb19 sb19official sb19 ppopkingsatthefmas,en
1980684490323423505,2025-10-21 17:15:56,ubo na may kunting review,en
1980679776407814148,2025-10-21 16:57:12,fisicoimpuro amigo mio le dieron tiempo y papaya a ese hp perro y el condenado tuvo tiempo para escoger el magistrado y girarle milllones xq eso ubo millones x debajo de cuerda asi es como uribe siempre lo a hecho siempre httpstcoxztofophae,es
1980679395393302872,2025-10-21 16:55:41,naoverdose ata sa cough syrup ang kentot tama naman siguro assumption na magaling na ubo nya noh felip sb19,tl
1980677453820621315,2025-10-21 16:47:58,ano ba tong ubo na to gusto ko na mag mais con yeloo,pt
1980675897029193735,2025-10-21 16:41:47,bwoanified bosit bosit 2 days na talagang may lagnat,en
1991482297154211951,2025-11-20 12:22:34,inang sipon to,en
1991478420166074674,2025-11-20 12:07:09,sge bomba lang kahit may ubot sipon hahaha,en
1991477841939353664,2025-11-20 12:04:52,too much red tape in the uk have spent whole morning fucking about with government one logins cdd ubo and governing documents just to get business remittances taking time away from me actually producing revenues that fund the blob to creates such hurdles sisyphus manifest,en
1991475592798302319,2025-11-20 11:55:55,ampotek na lagnat to,hr
1991470506911109516,2025-11-20 11:35:43,tambal sa dry sore throat ug sipon snowbear,ceb
1991469693593612296,2025-11-20 11:32:29,taena nauna pa lagnat kesa dun sa pinalaundry ko,id
1991469496041873827,2025-11-20 11:31:42,kikaygm good din yan kapag may sipon hahahahaa,ro
1991449989055430807,2025-11-20 10:14:11,kung kinsa man to akong nakasakay ganina hayop kaaaaa gi ubo kog taman pinugong sakong katawa sa tricycle hahahahahhahahahhaahahahhahahhahaa,tl
1991443059926761685,2025-11-20 09:46:39,cypresssss1 may ubo sa utak,tl
1991441843251519744,2025-11-20 09:41:49,maka bounce back lang ako sa lagnat na to gagala ako ng malala,tl
1980671957939933480,2025-10-21 16:26:08,girlboxingnow glensharp33 steve91nelson kristalhart traceyleeholmes thatalvajohnson mhdisabato coachkj__ carlinyetts womens boxing may become part of an mvp ubo since mvp has already signed so many top women fighters in an article already 2000 words long and 1000 words too long it was too much to be explained and requires a separate piece,en
1980671616456736852,2025-10-21 16:24:47,okay i think sumapat na ang mga tulog ko para mawala ang ubo at sipon ko,tl
1980668932832014504,2025-10-21 16:14:07,grabe na ubo ko tagal pa mapost full ver ng binalewala ni willy boy,tl
1980667616655278182,2025-10-21 16:08:53,sobrang taas ng lagnat ko tangina,tl
1980665685375397912,2025-10-21 16:01:13,maerotpretty willcamagic eto beh lagnat na lagnat nanghihina na,en
1980663271956054155,2025-10-21 15:51:37,willcamagic eto lagnat na lagnat,sk
1980662106182807874,2025-10-21 15:46:59,not jmfyang related ang dami kong nakasabay kanina sa fastfood habang napila for order yung iba ubo ng ubo singhot ng singhot please wear face mask uso ang sakit ngayon stay hydrated pips,tl
1980660855672041746,2025-10-21 15:42:01,pabirthday mo ba tong lagnat ko lord bwhahahahahah taena,tl
1980659650929504752,2025-10-21 15:37:14,bwesit na tonsil this ahh sabyan dayg ubo hahahaha,en
1980656481549844985,2025-10-21 15:24:38,parang matutuloy yung lagnat ko sa nagiging emosyon ko dito hahaha,tl
1980654520876306900,2025-10-21 15:16:51,na para bang wala ako lagnat wahahaha kayodlangnak,tl
1980644168604217652,2025-10-21 14:35:43,hope na magwala na ubo mo jho,tl
1980641465220124677,2025-10-21 14:24:58,yung pagiging workaholic ko ang magiging dahilan ng lagnat ko jusko,tl
1980640772895690855,2025-10-21 14:22:13,kitzkhe sb19official nakakatuwa nga at masigla na sya knowing na may ubot sipon sya fmade for sb19 sb19official sb19 ppopkingsatthefmas,tl
1980639666853622054,2025-10-21 14:17:49,fucking sipon,en
1980638766047064289,2025-10-21 14:14:14,pakiubos lahat ng awards sa sb19 pls para yung suma side eye at ubo ng ubo eh matuluyan na eme hahahahahaha,tl
1991433280307306496,2025-11-20 09:07:47,may sipon na naman bwiset,en
1991430340938985726,2025-11-20 08:56:06,danijelaffm ne prc boc srbin viljuskom ubo dok su englezi jeli rukama,hr
1991427596727545887,2025-11-20 08:45:12,unit patroli melaksanakan patroli mobile pada malam hari di sepanjang jl irigasisipon dalam kegiatan ini personel melakukan pemantauan situasi serta observasi terhadap aktivitas pengguna jalan untuk mencegah potensi gangguan kamtibmas jagajakarta polriuntukmasyarakat httpstco6cbzsnfwrp,id
1991425631188627506,2025-11-20 08:37:24,unit patroli yang dipimpin pawas iptu hendri chaniago shkryd patroli presisi cipta kondisi jaga jakarta di jln irigasi siponsituasi wilayah terpantau aman dan kondusif dengan pj kapolsek cipondoh akp yudha prakoso sik ma jagajakarta polriuntukmasyarakat httpstcoomxf03hzr9,id
1991424583103369574,2025-11-20 08:33:14,paraalaman ko kung ang ubo ni jhorell sa masasamang isip sa cavite,ceb
1991421946006065310,2025-11-20 08:22:45,idk if sa lagnat or naiinis ako sa paligid ko,tl
1991420707377660209,2025-11-20 08:17:50,bawal din pumasok sa work pag may sakit ka lalo na kung may lagnat o symptoms kasi delikado sa patients at sa staff nakakastress pero kasama talaga sa risk ng healthcare field,tl
1991420402753761644,2025-11-20 08:16:37,sleeperbroncos trevor siemian,en
1991414987471089839,2025-11-20 07:55:06,ang bilis ko talaga tamaan ng sakit jusko po kakagaling ko lang sa sakit ng ulo at ubo last week tapos ngayon tinamaan na naman,tl
1991414174178775057,2025-11-20 07:51:52,grabe sipon ko natulo mag isa pakasakit sa ulo,tl
1991413912559099937,2025-11-20 07:50:50,dahil nakasecure na balik ulit yung lagnat ko hayup na yan mag sl talaga ko bukas,tl
1991413631981089061,2025-11-20 07:49:43,basag sa sipon,ceb
1991412257398616183,2025-11-20 07:44:15,bini_colet to_colet unsa tambal sa ubo unta mawala ni before mag binified haaays,ceb
1991408299032633564,2025-11-20 07:28:31,gi ubo tas gaice cream,en
1969798077411385640,2025-09-21 16:17:13,tanginang ubo to sakitch lalamunan hey,en
1969797482495594898,2025-09-21 16:14:51,owshiicakes baka nga tuwang tuwa pa sya sa clout eh baka nga kasama pa sya sa gdm kung saan nag uusap yung mga fans nyang may ubo sa utak hahaha,tl
1969796693521830049,2025-09-21 16:11:43,chestnut_satto may ubo sa utak mga azim stans,tl
1969796578425905434,2025-09-21 16:11:16,kahit suspend o di suspend yann di talaga ako papasok baka kasi bumalik lagnat ko heheh httpstco36hzy6fpgu,tl
1969793443057807470,2025-09-21 15:58:48,lagnat talaga ang abot ko today ily montalban,tl
1969793200517955947,2025-09-21 15:57:50,maria5974049246 fordkaive hindi mo pa rin ba gets that those people who stay neutralsilent are enablers jusko wag puro pagiging die hard fan utak sipon,en
1969791388184412528,2025-09-21 15:50:38,dustbialovexx nako teh mas matindi pa sa ubo ang sakit ng utak nila hahaha,tl
1969791080926462036,2025-09-21 15:49:25,cheyselle14 may ubo sa utak hahaha,ceb
1969789469432987711,2025-09-21 15:43:01,this is my own experience nagkasakit ako noong gr 11 ako currently gr12 now and sumugod na kami sa ospital dahil hindi na talaga nawala yung lagnat ko dengue fever po yung sakit ko that time wala kaming pera and umabsent din ako sa school dahil hindi ko na talaga kaya httpstco0nlohk4mmw,tl
1969789426000855544,2025-09-21 15:42:50,jazzy_x13 kittysonkim sayang ang ubo at sipon ko,tl
1969784726069354720,2025-09-21 15:24:10,hanep na sipon to isang butas na lang ng ilong ko nagffunction kasi may bara yung isaa,tl
1969784403493790028,2025-09-21 15:22:53,vanillaonme tumutulo ang sipon este luha ko rei,tl
1969784374909620485,2025-09-21 15:22:46,sunsetloversea _happylife____ dustbiax baliw pag may lagnat ka possible don na di ka makakabirit dahil mahina resistensya mo lalo na kung may ubot sipon halata namang sakit sakitan eh wag mo na ipagtanggol teh,tl
1969783752525312105,2025-09-21 15:20:18,mai ang taas ng lagnat ko pero syempre papasok ako bukas kasi need magbayad ng tax baka di makabili ng high waist yung isang nepo baby dyan,tl
1969783579032056152,2025-09-21 15:19:36,fuck you willca fandom for ur fucking trash attitude this was supposed to be a day for the country pero dahil utak ubo kayo look at what youve done shame on you,en
1969783533959794765,2025-09-21 15:19:25,liones12305 geralvywolf ubo,it
1969783380566061357,2025-09-21 15:18:49,hindi lang kami makalabas kase nagrerecover pa ako mula sa ubo ko and ang risky lang lumabas because my lungs baka lumala ulit ubo ko but i am so so proud kase alam ko na kahit hindi kami lumabas i saw my family making noise online sharing news speaking up,tl
1991404430366003488,2025-11-20 07:13:09,mommyberry16 sb19official stellajero_ may sipon pa cxa nyan ah,en
1991400104432136467,2025-11-20 06:55:57,irenerrukk lumabas sipon ko kakatawa bwiset hahahahaha,mg
1991393520075305398,2025-11-20 06:29:48,du kumain un biget n baboy may lagnat sya kanina sna mamaya okay n sya sa panahon kasi dito,ms
1991391789262205107,2025-11-20 06:22:55,a short movie on street photograpy and street dogs and fur babies in downtown cebu city philippines httpstcoxqm8bw6imr via youtube,en
1991378665775722972,2025-11-20 05:30:46,deadma sa lagnat,ceb
1991366969606668394,2025-11-20 04:44:18,sabi ko eenjoyin ko intrams kasi last na tanginangyan nilagnat lagnat naman ako,rm
1991365344544616888,2025-11-20 04:37:50,isabongera utak kulangot kasi mga dutertards ang gusto nila pag may problema sa bahay sunugin ang buong bahay pag may lagnat ka magpakamatay ka na lang edi wala ka ng lagnat kinginang tong mga to sarap kutusan,tl
1991364489065951550,2025-11-20 04:34:26,suka sipon cough fever,en
1991360893205246410,2025-11-20 04:20:09,kakaiba epekto ng lagnat sa kin,tl
1991356988060762547,2025-11-20 04:04:38,nicoquejano joke time utak ubo na dds,id
1980634077012402679,2025-10-21 13:55:37,manghihina ba ako sa lagnat or manghihina sa haneulz,tl
1980632165198229822,2025-10-21 13:48:01,nawala yung lagnat ko gais mekaya ang gamot sa lahat ng sakit,tl
1980631101745033313,2025-10-21 13:43:47,ano ba tong tao na to puta nawala bigla lagnat ko dun ah uwywwwhwwjwjhwjwq httpstco0nhfvtdejn,ar
1980628993725591729,2025-10-21 13:35:25,thejepoydizon inuuoto muna nman mga menties jepoy binubuhay nga ni mikslmnc ang mikwill kasi may pagnanasa yan ky will may ubo yata sa utak ang mika na yan,tl
1980628768143421488,2025-10-21 13:34:31,thejepoydizon inuuoto muna nman mga menties jepoy binubuhay nga ni mikslmnc ang mikwill kasi may pagnanasa yan ky will may ubo yata sa utak ang mika na yan,tl
1980628141401088276,2025-10-21 13:32:01,tamaa baka lumala pa sipon ni maem,en
1980627918985609660,2025-10-21 13:31:08,eissenot alonzo mo may ubo version,en
1980625153311858721,2025-10-21 13:20:09,andito pa din ako our boys ate and left no crumbs they ate down goodnight na kasi ang lagnat jusko congrats boys on your first filipino music awards attendance kapag nag release na kayo new songs and tagalog ones too nominations are up next time hori7on httpstcosv1mrftyvl,en
1980623718104924550,2025-10-21 13:14:27,glaizaredux ito tumutulo na sipon kakaiyak dahil sayo,tl
1980621503331987822,2025-10-21 13:05:39,poque may solo part pa ko sa sabado i need to be well i hate this lagnat nawala nga sakit ng lalamunan nilagnat naman dahil sa period n to,tl
1980618921251336660,2025-10-21 12:55:23,lagnat lang pala katapat ng mga demony hahahahaha eme,tl
1991353203053809710,2025-11-20 03:49:35,lassgo pupunta sa paskomiket yung bibilhan ko ng mabangong room spray kaso may sipon ako shuta,tl
1991351962743591376,2025-11-20 03:44:40,i added a new post to my blog on all saints day and all souls day 2025 in cebu city the philippines nice photos i think and different from my previous shoots there is a fear though that by trying out new thing i miss out on old shots read more here httpstcow7tehjwdtl,en
1991345683165749516,2025-11-20 03:19:42,mas marami pang ubo kesa sa coms,ceb
1991344657197068677,2025-11-20 03:15:38,albayobus grabing sipon an,en
1991339119394582819,2025-11-20 02:53:38,this is a good move for him sana lagi laging nadadapa at di masarap ulam ng mga taong may ubo sa utak,tl
1991337081725927521,2025-11-20 02:45:32,jaja hoy ubo changuita devuelta,es
1991334506708758616,2025-11-20 02:35:18,pero yo ncubo un desacuerdoyff,es
1991320047638442460,2025-11-20 01:37:50,dedma nlng tlga sa lagnat,ceb
1969781236269785365,2025-09-21 15:10:18,kiubo nueva tabla de comisiones vuelven los comics junto con las hojas de referencias y animaciones httpstcohcaqyrfqcj,es
1969779048793747564,2025-09-21 15:01:36,thank you ho bumaba lagnat ko would recommend,en
1969778863833235713,2025-09-21 15:00:52,oh ubo lubayan mo na ako,tl
1969778260914655411,2025-09-21 14:58:28,tapos na talakudong o tapos na lagnat,sl
1969778087786356953,2025-09-21 14:57:47,grabi ka payat ang bata kay grabi ang lagnat niya,tl
1969777853966451196,2025-09-21 14:56:51,galing naman mag condisyon nyan drekta lupa nauulanan at may sipon hahaha lala,en
1969775443202248975,2025-09-21 14:47:16,ventoutnidnvr hahahaha palangga never na kayo mag hiwalay sang sipon mo palihog hahaha,tl
1969771554407075865,2025-09-21 14:31:49,may ubo na anak ko parang awa nyo na,tl
1969770228684058659,2025-09-21 14:26:33,dahil may ubo ang aking brain today what if stejay au where in jl wrote their story in a book then steven saw the interview and he quickly went out and bought the book and read the story hahahahahahahaha alam kong di tugma ang pic sorry na po hahhahaha httpstco2el3px1m19,en
1969769727171100735,2025-09-21 14:24:34,kakagaling lang sa lagnat lalagnatin nnaman jusko,ceb
1969769588461367540,2025-09-21 14:24:01,at hindi talaga siya tumigil tangina salot sa lipunan si dustin nasa rally tapos ikaw puro ubo masa utak mo,tl
1925703081079029922,2025-05-22 23:59:27,lagi sakit gini bawaan nya pengen mati,id
1925703006273626449,2025-05-22 23:59:09,kalian gatau gmn aku dan perasaanku milih jalan ini aku cm gamau salah pilih orang yang berujung aku rusak dan menderita nantinya kalopun yg kupilih ini benar aku sendiri yg nanggung berat2nya sakit kali kurasa jd jgn desak apapun dan tolong cukup didoakan aja,id
1925702871648989371,2025-05-22 23:58:37,afrizalns_ itu video yg kedua pasti sakit bgt wkwk,id
1925702841227682261,2025-05-22 23:58:29,hampir semua pandemic amp masalah kesehatan dia biarin aja loh sampe jadi wabah orang kesehatan sampe kewalahan padahal esensi dia punya kuasa bukan semata mata sakit jadi cuan kecuali emang dia diperintahkan pemerintah skrg untuk bikin orang sakit biar jadi cuan satanisme itu,id
1925702720029073741,2025-05-22 23:58:00,tolooong sakit kepalaa,id
1925702702438199439,2025-05-22 23:57:56,neveral0nely sakit jiwa nih,hr
1925702643902451924,2025-05-22 23:57:42,yawa sakit ng mata ko namamaga sa kakaiyak ko sa exo kagabi bwiset na tiktok yan,tl
1925702549392302215,2025-05-22 23:57:20,sakit na sa likooooood,tl
1925702528131269109,2025-05-22 23:57:15,athaamuzh_ rfritzy_jkt48 sakit jantung mungkin,id
1925702468840645023,2025-05-22 23:57:01,pagi pagi uda sakit dada kaya digebuk bug,la
1914831426010112461,2025-04-22 23:59:22,sakit ko na talaga to hahahahahah,jbo
